"site_id","building_id","floor_id","apartment_id","bfa","room_number","cluster","keep"
479,1130,4977,"4ead892525b48f56849e09d05ae546df","1130_4977_4ead892525b48f56849e09d05ae546df",1,46,TRUE
479,1130,4978,"3f047c1384e1ca495de64470d5eef1bc","1130_4978_3f047c1384e1ca495de64470d5eef1bc",1,46,TRUE
127,164,717,"d1a743f8d4eb53f18f3ea937b6aadf2a","164_717_d1a743f8d4eb53f18f3ea937b6aadf2a",1,47,TRUE
479,1130,4977,"5172e8e9c066ade61e12ee1921a50326","1130_4977_5172e8e9c066ade61e12ee1921a50326",1,48,TRUE
479,1130,4978,"f7c6388d7f613437ee082b5c8f895452","1130_4978_f7c6388d7f613437ee082b5c8f895452",1,48,TRUE
479,1130,4977,"7da6c148bcc37e29337c16a5df76fada","1130_4977_7da6c148bcc37e29337c16a5df76fada",1,50,TRUE
479,1130,4978,"03c0de34aa4f20bcaacf0dc089b16134","1130_4978_03c0de34aa4f20bcaacf0dc089b16134",1,50,TRUE
479,1130,4979,"32c08d562ad0b51cef686ab8a766a901","1130_4979_32c08d562ad0b51cef686ab8a766a901",1,51,TRUE
526,1212,11248,"8ef8cb14429094f7b08e8a155b2236bc","1212_11248_8ef8cb14429094f7b08e8a155b2236bc",1,53,TRUE
526,1212,11248,"f914e00859330f29d3b29e03a3d5c97c","1212_11248_f914e00859330f29d3b29e03a3d5c97c",1,53,TRUE
479,1130,4979,"acad9ca0f0f490971145c8cbcd0e120c","1130_4979_acad9ca0f0f490971145c8cbcd0e120c",1,54,TRUE
481,1132,4985,"7b9d1005befec52bacd8e380d09b3857","1132_4985_7b9d1005befec52bacd8e380d09b3857",1,55,TRUE
481,1132,4986,"ae3340adb3a89a0c6fd17425a1b18612","1132_4986_ae3340adb3a89a0c6fd17425a1b18612",1,55,FALSE
481,1132,4987,"22b2172e6e40ffed3f283a49fdc19aaf","1132_4987_22b2172e6e40ffed3f283a49fdc19aaf",1,55,TRUE
481,1132,4988,"76e83574e859f7a5011a87fe1495fa7b","1132_4988_76e83574e859f7a5011a87fe1495fa7b",1,55,TRUE
484,1142,5046,"dcaf1b2eb2deeb687ae7895e981d1982","1142_5046_dcaf1b2eb2deeb687ae7895e981d1982",1,58,TRUE
484,1142,5046,"985e0db26d2f612ae7bca0d63790809c","1142_5046_985e0db26d2f612ae7bca0d63790809c",1,58,FALSE
798,1742,7756,"3847eba37c1440875761b893280c3e55","1742_7756_3847eba37c1440875761b893280c3e55",1,59,TRUE
484,1142,5046,"ad1f6fbedb418d93a59c95af608d91b8","1142_5046_ad1f6fbedb418d93a59c95af608d91b8",1,60,TRUE
2154,3004,13698,"4d408f1ad8a9598d4ce488e51402dccd","3004_13698_4d408f1ad8a9598d4ce488e51402dccd",1,61,TRUE
490,1173,5175,"2da8d3c4bd3f39d9fd22285d194f12a0","1173_5175_2da8d3c4bd3f39d9fd22285d194f12a0",1,62,TRUE
490,1173,5176,"4e756313e2ea115a72aa0043539d11eb","1173_5176_4e756313e2ea115a72aa0043539d11eb",1,62,FALSE
490,1173,5177,"5b80aba28d0da52ebc9405adf1f455a1","1173_5177_5b80aba28d0da52ebc9405adf1f455a1",1,62,TRUE
490,1173,5175,"2ed303e3f3d404b8c0b5f3738d43d8bb","1173_5175_2ed303e3f3d404b8c0b5f3738d43d8bb",1,63,TRUE
490,1173,5176,"20570015d2c604b4160efd32fbe6e0cf","1173_5176_20570015d2c604b4160efd32fbe6e0cf",1,63,FALSE
490,1173,5177,"cf4a943bfd236738d440bbdd9f14d00e","1173_5177_cf4a943bfd236738d440bbdd9f14d00e",1,63,TRUE
4230,7291,29132,"22bb6f92244d87704d9337872bf1f5a2","7291_29132_22bb6f92244d87704d9337872bf1f5a2",1,64,TRUE
490,1173,5175,"3f0ef9dd7c3bd83af9c4b971bdc15a0f","1173_5175_3f0ef9dd7c3bd83af9c4b971bdc15a0f",1,65,TRUE
490,1173,5176,"3ce7767e4d754d0cf08c30ddfcead9cb","1173_5176_3ce7767e4d754d0cf08c30ddfcead9cb",1,65,TRUE
490,1173,5177,"6eb4d31a8cb3fcc92ae3b0be30589232","1173_5177_6eb4d31a8cb3fcc92ae3b0be30589232",1,65,TRUE
490,1173,5175,"6ad0ce06fa34cb845d88a7c0020a5faf","1173_5175_6ad0ce06fa34cb845d88a7c0020a5faf",1,66,TRUE
490,1173,5176,"743344dbdac77e91f19fbfb2626fb56e","1173_5176_743344dbdac77e91f19fbfb2626fb56e",1,66,TRUE
490,1173,5177,"e99598660d780cd194007f9ef272fc17","1173_5177_e99598660d780cd194007f9ef272fc17",1,66,TRUE
490,1173,5175,"84538ce738027401fadd238f291fafbe","1173_5175_84538ce738027401fadd238f291fafbe",1,67,TRUE
490,1173,5176,"bc9dfc69a0938deed5efc395f1e73662","1173_5176_bc9dfc69a0938deed5efc395f1e73662",1,67,TRUE
490,1173,5177,"3560c7f9f51777e2a14cc60dd464343f","1173_5177_3560c7f9f51777e2a14cc60dd464343f",1,67,TRUE
490,1173,5175,"a94fce2fbbc45dc9fb25b5bb2e12d276","1173_5175_a94fce2fbbc45dc9fb25b5bb2e12d276",1,68,TRUE
490,1173,5176,"02aa574e7dd5c46021eb9bbee2664957","1173_5176_02aa574e7dd5c46021eb9bbee2664957",1,68,TRUE
490,1173,5177,"4c0865de8362097de5d19e4b51f99164","1173_5177_4c0865de8362097de5d19e4b51f99164",1,68,TRUE
679,1443,6297,"83ecea837fba052db88a9185dae7076d","1443_6297_83ecea837fba052db88a9185dae7076d",1,69,TRUE
679,1443,6299,"b843842e9ce96446a928c9766f3c9f1d","1443_6299_b843842e9ce96446a928c9766f3c9f1d",1,69,TRUE
679,1443,6305,"8d30f5ddd046341cd10de15579cc619e","1443_6305_8d30f5ddd046341cd10de15579cc619e",1,69,FALSE
679,1443,6307,"30d173d5e1b263e293341e84daa5d1f5","1443_6307_30d173d5e1b263e293341e84daa5d1f5",1,69,TRUE
490,1173,5175,"b133bbbe5e2a0f23919ad97ca6947358","1173_5175_b133bbbe5e2a0f23919ad97ca6947358",1,70,TRUE
490,1173,5176,"5c1b1f407edfcb9b6d666b10df871a6f","1173_5176_5c1b1f407edfcb9b6d666b10df871a6f",1,70,TRUE
490,1173,5177,"c90cda4616b8fcd5a5cb270a4b0dd578","1173_5177_c90cda4616b8fcd5a5cb270a4b0dd578",1,70,FALSE
490,1173,5175,"f9ea389cfa2e836843a8e582da3bc65c","1173_5175_f9ea389cfa2e836843a8e582da3bc65c",1,71,TRUE
490,1173,5176,"8687edd1e2e724f4f4f46d74f66df450","1173_5176_8687edd1e2e724f4f4f46d74f66df450",1,71,FALSE
490,1173,5177,"51bd0ae463a4dd341024ce86ac2a5f41","1173_5177_51bd0ae463a4dd341024ce86ac2a5f41",1,71,TRUE
490,1173,5178,"306301b8fa9edd18c673c2d95ed912cf","1173_5178_306301b8fa9edd18c673c2d95ed912cf",1,72,TRUE
490,1173,5178,"4e27a13b6fe6225af803bfc496b8f137","1173_5178_4e27a13b6fe6225af803bfc496b8f137",1,73,TRUE
490,1173,5178,"c42ffbd1ca411d6b422304ef8a17ece2","1173_5178_c42ffbd1ca411d6b422304ef8a17ece2",1,74,TRUE
490,1173,5178,"fa1e9944702cf0a7ac1e856279406993","1173_5178_fa1e9944702cf0a7ac1e856279406993",1,75,TRUE
1277,2488,11633,"fa10c7f1e0cd44700ce3ab63d1b14dcd","2488_11633_fa10c7f1e0cd44700ce3ab63d1b14dcd",1,76,TRUE
1277,2488,11634,"dbaec68c367c5b4b17386bb9112c0fae","2488_11634_dbaec68c367c5b4b17386bb9112c0fae",1,76,FALSE
1277,2488,11635,"d3cde6ff337870b7eb9fc585baeaa9de","2488_11635_d3cde6ff337870b7eb9fc585baeaa9de",1,76,FALSE
1277,2488,11636,"a1922c6fbedbc46526cd65cf044398ad","2488_11636_a1922c6fbedbc46526cd65cf044398ad",1,76,TRUE
1277,2488,11637,"ebd92cdbaf5994d64895628a2a214232","2488_11637_ebd92cdbaf5994d64895628a2a214232",1,76,TRUE
1277,2488,11638,"622352d4f957bf0108d34328b2c39106","2488_11638_622352d4f957bf0108d34328b2c39106",1,76,TRUE
499,1187,5293,"6a65bf0befd7641f4c94d9bc718fe826","1187_5293_6a65bf0befd7641f4c94d9bc718fe826",1,77,TRUE
499,1187,5294,"5e67210c71ab87abd1e5a4dd0e198668","1187_5294_5e67210c71ab87abd1e5a4dd0e198668",1,77,TRUE
141,121,542,"31f481e22aca53612902c37f272bd88a","121_542_31f481e22aca53612902c37f272bd88a",1,78,TRUE
2254,3192,14319,"3af1485b95dba3244653f6677062f354","3192_14319_3af1485b95dba3244653f6677062f354",1,79,TRUE
2254,3192,14320,"a670558c3edb65c0fa4a57da66807724","3192_14320_a670558c3edb65c0fa4a57da66807724",1,79,TRUE
2254,3192,14321,"bda40b461b2c181e14fe238058fadfed","3192_14321_bda40b461b2c181e14fe238058fadfed",1,79,FALSE
2254,3192,14322,"60fa4ada9ec48594c4f6e329fd02becd","3192_14322_60fa4ada9ec48594c4f6e329fd02becd",1,79,TRUE
141,121,542,"3ae6556eef3d9104634d48db0ea1a8af","121_542_3ae6556eef3d9104634d48db0ea1a8af",1,80,TRUE
141,121,543,"2cf46a06a03cbeb17223149fec4409c4","121_543_2cf46a06a03cbeb17223149fec4409c4",1,80,TRUE
141,121,542,"9d9020c25f729a06779e19a448546b83","121_542_9d9020c25f729a06779e19a448546b83",1,81,TRUE
141,121,543,"7edb8786532a12d505bd4b994cb2d7e7","121_543_7edb8786532a12d505bd4b994cb2d7e7",1,81,FALSE
141,121,542,"c6d219357e00095be418e4f6fb4b450d","121_542_c6d219357e00095be418e4f6fb4b450d",1,82,TRUE
141,121,543,"b9b0a8fc474def53e0c03dbb509e07d1","121_543_b9b0a8fc474def53e0c03dbb509e07d1",1,82,TRUE
141,121,543,"577a08f8068591ae54013e1fd3c1146f","121_543_577a08f8068591ae54013e1fd3c1146f",1,83,TRUE
141,121,542,"7daf0b507fd38019ca511c7e7301bb08","121_542_7daf0b507fd38019ca511c7e7301bb08",1,84,TRUE
141,121,543,"7ef882818fb7d220a033abfb73670ec8","121_543_7ef882818fb7d220a033abfb73670ec8",1,84,FALSE
127,164,717,"a914338f843e1f2856f013a32ee71961","164_717_a914338f843e1f2856f013a32ee71961",1,85,TRUE
833,1762,7829,"ee2e8989e24f5519de10430422919ecc","1762_7829_ee2e8989e24f5519de10430422919ecc",1,86,TRUE
833,1762,7830,"78529889ae6a8f490c4d41eb35a7bd1a","1762_7830_78529889ae6a8f490c4d41eb35a7bd1a",1,86,TRUE
141,121,544,"b1768f63cc4709849da2cf69f386097a","121_544_b1768f63cc4709849da2cf69f386097a",1,87,TRUE
531,1217,5404,"6341c962bc367388b0043697b754471a","1217_5404_6341c962bc367388b0043697b754471a",1,90,TRUE
373,828,13962,"939ebe9e788d8c1beef6f1ce6187fe8b","828_13962_939ebe9e788d8c1beef6f1ce6187fe8b",1,91,TRUE
531,1217,5404,"8a654740c0a8a1f1ad808a998251017d","1217_5404_8a654740c0a8a1f1ad808a998251017d",1,92,TRUE
534,1224,5443,"e30bfedacea8b75fd344d8150aac1023","1224_5443_e30bfedacea8b75fd344d8150aac1023",1,95,TRUE
534,1224,5443,"ca51312defdd6752afa2beaba60d89a5","1224_5443_ca51312defdd6752afa2beaba60d89a5",1,95,TRUE
534,1224,5444,"b5093cc581a754a6dd69464cc7902694","1224_5444_b5093cc581a754a6dd69464cc7902694",1,95,FALSE
534,1224,5444,"42017e715d8705e4da5b30ec64c8c2d8","1224_5444_42017e715d8705e4da5b30ec64c8c2d8",1,95,TRUE
534,1224,5445,"3997e145c3dc92f6d62efdea78b93a3d","1224_5445_3997e145c3dc92f6d62efdea78b93a3d",1,95,FALSE
534,1224,5445,"73c8f24153e3694fcc317d369a6e1854","1224_5445_73c8f24153e3694fcc317d369a6e1854",1,95,FALSE
536,1227,7294,"5db2e5d72bca02a7c19e3d16b9f25331","1227_7294_5db2e5d72bca02a7c19e3d16b9f25331",1,96,TRUE
536,1229,7310,"a10c2c37bb01d9e4aaf64c0ea90be70e","1229_7310_a10c2c37bb01d9e4aaf64c0ea90be70e",1,96,TRUE
536,1227,7295,"c8bdde05bb3ad747856ee76b59383382","1227_7295_c8bdde05bb3ad747856ee76b59383382",1,96,FALSE
536,1229,7311,"6721342a1d789dfececcecdb655f3aab","1229_7311_6721342a1d789dfececcecdb655f3aab",1,96,FALSE
