id,number_of_rooms,corridor_area_ratio,largest_room_sunlight,largest_room_noise,largest_room_kitchen_distance,kitchen_sunlight,has_second_bathroom,bathroom_has_window,has_loggia,has_balcony
100_48276_77dcafb204a67f58cc92dd4917af325b,5.0,0.1215708482568689,0.3359875397863539,25.788813299262,1.75,2.4762561072905864,1,1,0,1
100_48276_a84c3f3494886b1770a42fca2f421dd9,4.0,0.1364011841263582,0.4665552670640871,30.342220176342074,2.0,0.5900016880283755,1,1,0,1
100_48277_95c76f55658a525780ca9060ed441806,4.0,0.1364011841263582,0.5209557876691724,30.322507172815524,2.0,0.617768922199806,1,1,0,1
100_48278_05e19f223273300be37f9bbafdc3786c,3.0,0.1204701797347291,0.5119254714964492,33.61058079768003,1.5,0.7797738922139015,1,1,0,1
100_48279_ad99eed6035f0ce90551350ba3333b43,4.0,0.1081968319265931,0.8134704138209882,13.59974730343755,0.25,0.8094465115831955,1,1,0,1
100_48280_1860cba15e22c1cb4bdd4a85c70e6f7f,4.0,0.1364011841263582,0.7133434373102062,30.086751240272577,2.0,0.7930300682783129,1,1,0,1
100_48280_a360873e4bab320040b7193a6f3f2926,5.0,0.1215708482568689,0.4678175753558765,25.57128801680905,1.75,3.815261705054176,1,1,0,1
100_48280_e0d605f5697a811043fbc1efaae6d6aa,3.0,0.1204701797347291,0.6095731178673787,33.2833726488694,1.5,1.0925332138107886,1,1,0,1
100_48281_4cdf577167b4239ed5e25ae315e0a53a,4.0,0.1364011841263582,0.7565354236210792,29.95859220604185,2.0,0.7930300682783129,1,1,0,1
1010_4357_76255c6d2915847242dc4ffda63a8a03,4.0,0.076259944609083,0.663358718371761,33.2576124295678,0.25,1.0975000485777846,0,0,1,1
1010_4360_fe7d72ece5af8efcb237612930724a9a,4.0,0.076259944609083,1.1501465454988649,33.2307673213858,0.25,1.2989478773540917,0,0,1,1
1011_4353_19a6488ffeb31cdafd8114486d219ba0,3.0,0.0744355218451898,0.5792258184198077,33.41961317576637,0.25,1.01852397289541,0,0,1,1
1011_4353_47d13ea2a5676e096f0eaae48a047464,4.0,0.0763966863106653,1.2295098224959116,36.9425488126469,0.25,1.107400111026234,0,0,1,1
1011_4356_896407b913d7060412d243778c18385d,3.0,0.0744355218451898,1.0062621110406784,33.38857875851932,0.25,1.1702227700087766,0,0,1,1
1012_4347_dfe12710ddca46db43b312cf67f342de,3.0,0.0739795856954496,1.330538574608713,24.1531643227858,0.25,1.5149609115388658,0,0,1,1
1013_4337_d548039a73a734adcd6bcf6d8cc7dc7b,3.0,0.0739719504818459,1.4047421203064745,34.6309267547328,0.25,1.5511616153849497,0,0,1,1
1013_4339_089a4066c07a26f283851b22564dc51c,3.0,0.0739719504818459,1.9049116577411984,34.60752748731413,0.25,1.6748860420452223,0,0,1,1
1013_4339_328ae5b5bcbbe336b2d211de036a6e0f,4.0,0.0763712123126848,1.3240010028381624,30.173347466512705,0.25,1.6344985225134434,0,0,1,1
1014_4321_e2ed68b22c8bb319890fee5a940abe03,3.0,0.0742438212415321,0.8531742728199613,35.51096631798665,0.25,1.3783383866151175,0,0,1,1
1014_4324_806be44b3caf6d6b3a53dfa3268fe606,3.0,0.0742438212415321,1.3209374012026711,35.38112824736763,0.25,1.4022570202747984,0,0,1,1
1015_4325_75ab601065f526e1381c19df87e888fa,4.0,0.0761506317357663,0.8896714897460684,38.31322898610608,0.25,1.50521918055084,0,0,1,1
1015_4325_7efcdab58d97023c67c175b98f2acba8,3.0,0.0743185715218081,0.8672324198447194,36.89703670684055,0.25,1.3892700092660062,0,0,1,1
1016_4329_6b86fe6010a20402a695b2a4784371c7,4.0,0.0762078892954516,0.8672816068243934,41.06650758534,0.25,1.5557457498378229,0,0,1,1
1016_4329_c348f8b0e278f56e6961a5b4cbd3443e,3.0,0.0738870802714555,1.4429959969959545,44.8951357142333,0.25,1.5817447942164218,0,0,1,1
1016_4330_a8cf861739007d4b6eaea09fd5d15863,4.0,0.0762078892954516,0.8801620679179366,41.11271989659438,0.25,1.5688288294606745,0,0,1,1
1017_4361_1a0177adbeba09325f4709b5899c66ad,3.0,0.1533301616994697,0.820671162235022,40.4870729141736,0.25,0.8143717240956097,0,1,0,1
1017_4361_4536c25f2fb2d101abb5c556c2d88e6d,5.0,0.1540930461200502,0.4710535228256158,33.52706395469692,0.25,0.6450304736693694,1,1,0,1
1017_4361_9de7676e03f0cb93d6055cd194dcf84c,4.0,0.1145139114799022,0.7772185562845757,44.13084544873266,0.25,0.914918945895301,1,1,0,1
1017_4361_ec94e73e2d76fe5ff3b9afa14aaa337f,3.0,0.1150847384561825,0.4768890391739588,42.82119326866668,0.25,0.5203033785025278,1,1,0,1
1017_4362_7506e929ebf4e5474266253bdbbb4622,5.0,0.1540030646773516,0.5648428802552589,33.64120413528553,0.25,0.5987916191418967,1,1,0,1
1017_4365_7fef5577caccbacd606fe5139b4aeee1,3.0,0.153281181440467,0.9182005023172816,39.984321584448594,0.25,0.8082663897011015,0,1,0,1
101_448_0e3f400a09297408b8083709f2cd3297,3.0,0.0,0.2779816131146181,19.90523749656437,0.25,0.4452495545976687,1,1,1,1
101_448_27ed3ca0166acc2a55295033839462b4,3.0,0.0,0.2530154863429933,41.13557270599365,0.25,0.7667950118581456,1,1,1,1
101_448_969e6d012088275ddbfe4372124cb017,4.0,0.1777115645639651,0.4036433676292736,48.31781964387572,0.25,0.4026511901368695,1,1,1,1
101_448_a98af1c2cc46ed6594207fad648e35de,2.0,0.0933138759029518,0.2115325523365999,42.02536157376725,0.25,0.3192825189067257,0,0,0,1
101_448_d711448c7d0f9c6792c92e26b39108b9,2.0,0.0938490981010971,0.3420728505266261,38.85226123439778,0.25,0.2970845281249947,0,0,0,1
101_448_f5e78c910cbd7971b3b27a6fdb6c23d1,4.0,0.1776668349336498,0.4836782951217336,48.24892836792425,0.25,0.286773996324175,1,1,1,1
101_449_08d13776e51f0983b0b8667bbaabdb7c,4.0,0.1729608764837915,0.5723414390463719,48.32504834776388,0.25,0.4109417903754443,1,1,1,1
101_449_1f78be99b3fb47b7603268dc276510b7,3.0,0.1066491291653037,0.3882954000933481,39.28360452264375,2.25,0.6473317792018253,1,1,0,1
101_449_3829917ea66eb6229f116934aab77a2b,2.0,0.0914775123699011,0.3659220886428487,38.864259858419175,0.25,0.2997140501522354,0,0,0,1
101_450_c40dad4a70f8626168a831c4e423f519,4.0,0.1759073824950754,0.6976877634396345,48.34780917219078,0.25,0.6103155145214662,1,1,1,1
101_451_0908f2224e23469d7771d759a4f0a56a,3.0,0.1063544682729037,0.3966928863335732,41.81905357236065,1.75,1.37621595710516,1,1,0,1
101_451_64655327fc38c29325fb9ca90e49ee7d,2.0,0.0914775123699011,0.4362639129626853,38.75672655925975,0.25,0.4643817688855858,0,0,0,1
101_451_a5a6894df7f7303a09a069e3fd788cfe,3.0,0.1066491291653037,0.4826941722334886,39.203690293223126,2.25,0.963042126761542,1,1,0,1
101_452_2e3f0a216c1a9ae00861da067342915d,2.0,0.0942740539617839,0.3629746936777607,41.99636861756055,0.25,0.5677876787053218,0,0,0,1
101_452_ae5d470226272dbe9d58cfcf99f7dd0e,4.0,0.1743185885654979,0.7555622630256349,47.45819279244096,0.25,0.4577217408352429,1,1,1,1
1020_4381_1b1dcac5d04ec2187cb8a1f1a7a49525,1.0,0.0499288779531506,0.0476944050195937,47.37577632205852,0.25,0.2201245781034231,0,0,0,1
1020_4382_96aefd04c62fcc861ac3f0b7e5f019b2,4.0,0.0604909500944006,0.0468910643668029,48.25552893710275,1.5,0.3732772332926588,1,1,0,1
1021_4386_36213986b0f31bd22599c91050284ff5,1.0,0.0666147809363392,0.0135718695879886,39.07820367298147,0.25,1.7129503985246015,0,0,0,1
1021_4387_589b5a5b84f34c7b9b1736152987ed45,4.0,0.0611362418176492,0.2066842921443083,47.58030997395112,1.5,0.6277345336145825,1,1,0,1
1021_4387_6635ca32bdf2fe134f46eb53c2f83779,4.0,0.0557929675613672,0.0307588413465495,39.0968749920098,1.5,1.6964319464233186,1,1,0,1
1021_4387_81567e4d849d315cb5799ecc177280b6,4.0,0.0611648342271322,0.0332411773574908,42.395914996218906,1.5,1.5832588689194786,1,1,0,1
1021_4388_b8d26b28ad12597e4b25b39e063f0d63,4.0,0.0611648342271322,0.0295423531886593,42.35190143756712,1.5,1.9891285888022847,1,1,0,1
1021_4388_e624bfce5aef6406c5875584f90b8435,4.0,0.0557929675613672,0.0519757140133229,39.07341181038677,1.5,2.103100357784166,1,1,0,1
1021_4390_0ac6f6bf1a89f1769fa933b43323fd08,4.0,0.0557929675613672,0.4413621796740069,38.90251195361412,1.5,3.746838463677302,1,1,0,1
1021_4390_17063de5c6bb1ebf4ed80b33a03495ca,4.0,0.0611362418176492,0.4622822137561945,46.885487722766,1.5,2.065290325217777,1,1,0,1
1021_4390_c16c8749037530c793e8a9f6e34babf7,4.0,0.0611648342271322,0.1865910320393539,42.04013216695688,1.5,3.595075080792109,1,1,0,1
1022_4392_128a59bb515d612acdd1bb41cdde04bf,1.0,0.0,0.1956079459803849,46.84647846187511,0.25,2.2628229376342563,0,1,0,1
1022_4392_24c0ef9dbc94794cd941ca24d0fa399d,1.0,0.0,0.0374337386786859,42.015804670282776,0.25,1.2871063053607936,0,0,0,1
1022_4393_1e38d13b0ac05a6c9be0f4ce4646d3af,4.0,0.0598707637391764,0.129494707634303,46.955547937898,1.75,2.955933885441887,1,1,0,1
1022_4393_219dd019cb309c652962ed70b88f7bdc,4.0,0.0511056247220623,0.103601178075923,39.460582279400846,1.5,2.9027935349278984,1,1,0,1
1022_4393_7a968bc4af85f2f5aca1c605cd9b7ec6,4.0,0.0598750777233455,0.0879519434197142,42.08525358722987,1.75,0.8226581977473365,1,1,0,1
1022_4395_66432c50555eb3c5f7e7b9c80088eb83,4.0,0.0598750777233455,0.2631944757560271,41.92354700378735,1.75,0.5502402592036462,1,1,0,1
1022_4396_a19746872bf0263a8b5de79e5c55417c,4.0,0.0511056247220623,0.5571787107023888,39.27625267110628,1.5,5.125122961070807,1,1,0,1
1022_4396_b1973618fc1e042a83a1dbd9b3adeed5,4.0,0.0598707637391764,0.4942630849479959,46.25460652005918,1.75,4.768014295233618,1,1,0,1
1023_4397_2a3ce6fbd8bef378d3ea7614dc643965,3.0,0.0727145077513606,0.4585185872981659,49.58089014499725,0.75,4.090235855844288,0,1,0,1
1023_4397_37d34e87155a9a39af57469a3cac4fa9,4.0,0.2291638306615522,0.7387577519311002,32.53804343718988,2.75,3.8486966093381247,1,1,1,0
1023_4397_8586297ad247e3d746e2dbf345c9138c,2.0,0.1266090166709832,1.9127434132499816,19.60838934257848,0.75,1.5962067312664454,0,1,0,1
1023_4397_9315c30232bcba2c2c88fd4631f68a6d,3.0,0.0731277260318867,0.4363775534984774,49.0184080188286,1.0,2.7874573154581928,0,1,0,1
1023_4397_9bcec17526c2a3ee0069f909f66ecbfb,2.0,0.1269092166231381,2.138187453227128,38.6238861018138,1.0,0.0,0,1,0,1
1023_4397_a61a30a5db37099d20106f51299a55fa,4.0,0.2304335782752142,0.4219074928762899,36.57892337110485,3.75,3.927576166060235,1,1,1,0
1023_4397_feb814f3dbf9638b4af385a0ca0717e1,4.0,0.13265254344778,0.924218057354271,39.17443667310288,3.0,2.4089052097664942,1,1,1,0
1023_4398_255efddfc561cfcfe5c2fd998152f280,4.0,0.2304335782752142,0.4545625409560803,36.58414758463972,3.75,4.006852250960138,1,1,1,0
1023_4398_c0a4cf64d0fa3561d725267214d88da4,2.0,0.1269092166231381,2.2588781002285607,38.63399283916417,1.0,0.0,0,1,0,1
1023_4398_d1d43ba765aa1b66b9d208c89f3e4723,3.0,0.0731277260318867,0.4609314395600335,49.10808771601208,1.0,2.947722855541441,0,1,0,1
1023_4398_e075dcaf0b384e04e0c31bfff141ab0d,2.0,0.1266090166709832,2.02543920359688,19.613752514155003,0.75,1.6989407622151904,0,1,0,1
1023_4398_fc580e9c97c54157869921a15f798410,4.0,0.2291638306615522,0.8795719380521527,32.54970315426942,2.75,3.9654002719455295,1,1,1,0
1023_4399_b5e767eda90b6b10de82a406bd131494,4.0,0.13265254344778,1.0562295863079934,39.170062740248994,3.0,2.5535568561818867,1,1,1,0
1023_4399_bfe534e3040ba4c91c2a10d3f8dbc7c1,4.0,0.2291638306615522,1.0081465417006985,32.5327489849734,2.75,4.05744610230128,1,1,1,0
1023_4400_1ec2bb961cadf0cc95eb1734934fb514,2.0,0.1266090166709832,2.3078474888588825,19.5823272776454,0.75,4.1490956015056994,0,1,0,1
1023_4400_5c9594a4e241d58260b49989152f1c43,4.0,0.2304335782752142,1.0786273216222688,36.56198445104118,3.75,4.077097761962148,1,1,1,0
1023_4400_a5cfc00d08d07d2f7c568451e7a518e1,3.0,0.0731277260318867,1.087597818814042,48.72633185908248,1.0,3.730439547035426,0,1,0,1
1023_4400_ae9605d098b73353d7f44d77c7146df4,3.0,0.0727145077513606,1.0956757234317775,49.25480204109338,0.75,4.395571642451812,0,1,0,1
1023_4400_ba48d569fe306cc5f41d662e9b05559d,4.0,0.13265254344778,1.193514707099946,39.13672151967587,3.0,3.090814282496771,1,1,1,0
1023_4400_e04aadbf86614d6304758b0f6c8a15a6,4.0,0.2291638306615522,1.4270584471860068,32.4892988467502,2.75,4.066635476218329,1,1,1,0
1023_4400_e66aa796027a3ab8f8bbf5a2ac06ac6f,2.0,0.1269092166231381,2.5144949044746467,38.5884808929882,1.0,0.0,0,1,0,1
1024_4401_2c4d50196675716eda7679fb60cff66b,3.0,0.1524177563893415,0.2758274866663806,37.80578387932,2.25,0.5381846949458122,0,0,0,1
1024_4401_41d386839e96c52955bdd8ef0bd82800,3.0,0.1863751364374948,0.6491790484061014,36.94675532458447,6.75,0.4059026506212023,0,1,1,0
1024_4401_d22d504c0a1a2fc68aa300a42d85edec,3.0,0.1538191942721311,0.3426541032999405,37.4314238961953,2.5,0.6028800118300647,0,0,0,1
1024_4401_deff39dd7f116d38dae1418338a303c1,3.0,0.1898907391920165,0.585129548861525,33.9158834607575,6.5,0.4921825710270139,0,1,1,0
1024_4401_e056b1641d9210224b96dceb74991ac0,3.0,0.0895745619505872,0.360319383939819,37.561314354260325,2.0,0.4938260747326745,0,0,0,1
1024_4402_a479e6a00e4920ea375ed47d2421c4de,3.0,0.1863751364374948,0.7403187808843078,36.95644336603825,6.75,0.541183337569237,0,1,1,0
1024_4403_1faa5f2c336c97e8f7029df96e55690f,3.0,0.1898907391920165,1.3547840680562024,33.912952750493574,6.5,0.5631519705057144,0,1,1,0
1024_4403_45dcc601acba702510acdc079ab8bc89,3.0,0.1538191942721311,0.9228766814447932,37.4298013858316,2.5,0.657433932026227,0,0,0,1
1024_4403_ce4619f64d914354e2679a36e48ac63a,3.0,0.0895745619505872,0.9531263058137908,37.55974629899765,2.0,0.5145735351575746,0,0,0,1
1024_4403_e821a995457c7e44a1bcd43af1568981,3.0,0.1863751364374948,1.379750126582029,36.94230029433973,6.75,0.5764225464728143,0,1,1,0
1025_4404_17167569472e3d94cbade289bba72b55,3.0,0.2342650406613766,0.6215957746912085,35.735149700377626,1.75,3.1275610691971263,0,1,1,0
1025_4404_37501735987cf18a8cbf50d11e08736d,3.0,0.0736998772276042,0.3635816371285864,48.26548419726402,1.0,2.54085171719392,0,1,0,1
1025_4404_484703c97ec0b6b20e27b669d1c1b0cd,2.0,0.1319442601205317,1.5073760038687096,20.464115344520124,1.0,1.2856898539596135,0,1,0,1
1025_4404_5cfea71869e43124a61fba53d89d2d30,1.0,0.1424051436004583,1.8610435606602145,39.68803443931345,1.25,1.4298348741398923,0,1,0,1
1025_4404_775e924ec67552bae79d60c99b251f7e,4.0,0.2327092259929447,0.4671529308784011,35.89629954024177,3.5,2.8914890173408714,1,0,1,0
1025_4404_b1f54f449ee0e0c13a66d37e106972ad,4.0,0.159016017351836,0.87924075736855,35.3696956262282,3.0,1.6398271164960336,1,1,1,0
1025_4404_fb70850bef59cff41caea659f377eb20,3.0,0.0747032899257866,0.3852548914846243,48.74980260796325,0.75,2.010569052563773,0,1,0,1
